Square Footage,County,Agency Name
144,Jefferson,Department of Natural Resources
144,Jefferson,Department of Natural Resources
144,Jefferson,Department of Natural Resources
144,Jefferson,Department of Natural Resources
144,Jefferson,Department of Natural Resources
144,Jefferson,Department of Natural Resources
750,Jefferson,Department of Natural Resources
150,Jefferson,Department of Natural Resources
244705,Sangamon,Historic Preservation Agency
1680,Shelby,Department of Natural Resources
104,Wayne,Department of Natural Resources
104,Wayne,Department of Natural Resources
104,Wayne,Department of Natural Resources
104,Wayne,Department of Natural Resources
104,Wayne,Department of Natural Resources
104,Wayne,Department of Natural Resources
104,Wayne,Department of Natural Resources
3072,Bureau,Department of Transportation
9960,Rock Island,Western Illinois University
144,Vermilion,Department of Natural Resources
144,Vermilion,Department of Natural Resources
144,Vermilion,Department of Natural Resources
800,Grundy,Department of Natural Resources
10400,Grundy,Department of Natural Resources
240,Cass,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
49700,Randolph,Department of Natural Resources
2150,Randolph,Department of Natural Resources
21990,Randolph,Department of Natural Resources
9600,Randolph,Department of Natural Resources
9600,Randolph,Department of Natural Resources
9600,Randolph,Department of Natural Resources
9600,Randolph,Department of Natural Resources
9600,Randolph,Department of Natural Resources
4600,Randolph,Department of Natural Resources
290,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
700,Randolph,Department of Natural Resources
120,Union,Department of Natural Resources
700,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
75,Randolph,Department of Natural Resources
88,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
2304,Cass,Department of Natural Resources
2520,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
28,Cass,Department of Natural Resources
28,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
384,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
450,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
512,Cass,Department of Natural Resources
1350,,Northern Illinois University
63,Cass,Department of Natural Resources
384,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
512,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
512,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
144,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
72,Cass,Department of Natural Resources
1560,Cass,Department of Natural Resources
2520,Cass,Department of Natural Resources
2128,Cass,Department of Natural Resources
315,Cass,Department of Natural Resources
2560,Cass,Department of Natural Resources
1152,Cass,Department of Natural Resources
