country,year,country,year,country
Mozambique,2012,Mozambique,2012,Mozambique
Myanmar,2012,Myanmar,2012,Myanmar
Namibia,2012,Namibia,2012,Namibia
Nepal,2012,Nepal,2012,Nepal
Netherlands,2012,Netherlands,2012,Netherlands
New Zealand,2012,New Zealand,2012,New Zealand
Nicaragua,2012,Nicaragua,2012,Nicaragua
Niger,2012,Niger,2012,Niger
Nigeria,2012,Nigeria,2012,Nigeria
North Korea,2012,North Korea,2012,North Korea
Norway,2012,Norway,2012,Norway
Oman,2012,Oman,2012,Oman
Pakistan,2012,Pakistan,2012,Pakistan
Palestine,2012,Palestine,2012,Palestine
Panama,2012,Panama,2012,Panama
Papua New Guinea,2012,Papua New Guinea,2012,Papua New Guinea
Paraguay,2012,Paraguay,2012,Paraguay
Peru,2012,Peru,2012,Peru
Philippines,2012,Philippines,2012,Philippines
Poland,2012,Poland,2012,Poland
Portugal,2012,Portugal,2012,Portugal
Qatar,2012,Qatar,2012,Qatar
Romania,2012,Romania,2012,Romania
Russia,2012,Russia,2012,Russia
Rwanda,2012,Rwanda,2012,Rwanda
Samoa,2012,Samoa,2012,Samoa
Sao Tome and Principe,2012,Sao Tome and Principe,2012,Sao Tome and Principe
Saudi Arabia,2012,Saudi Arabia,2012,Saudi Arabia
Senegal,2012,Senegal,2012,Senegal
Serbia,2012,Serbia,2012,Serbia
Seychelles,2012,Seychelles,2012,Seychelles
Sierra Leone,2012,Sierra Leone,2012,Sierra Leone
Singapore,2012,Singapore,2012,Singapore
Slovak Republic,2012,Slovak Republic,2012,Slovak Republic
Slovenia,2012,Slovenia,2012,Slovenia
Solomon Islands,2012,Solomon Islands,2012,Solomon Islands
Somalia,2012,Somalia,2012,Somalia
South Africa,2012,South Africa,2012,South Africa
South Korea,2012,South Korea,2012,South Korea
South Sudan,2012,South Sudan,2012,South Sudan
Spain,2012,Spain,2012,Spain
Sri Lanka,2012,Sri Lanka,2012,Sri Lanka
St. Lucia,2012,St. Lucia,2012,St. Lucia
St. Vincent and the Grenadines,2012,St. Vincent and the Grenadines,2012,St. Vincent and the Grenadines
Sudan,2012,Sudan,2012,Sudan
Suriname,2012,Suriname,2012,Suriname
Swaziland,2012,Swaziland,2012,Swaziland
Sweden,2012,Sweden,2012,Sweden
Switzerland,2012,Switzerland,2012,Switzerland
Syria,2012,Syria,2012,Syria
Tajikistan,2012,Tajikistan,2012,Tajikistan
Tanzania,2012,Tanzania,2012,Tanzania
Thailand,2012,Thailand,2012,Thailand
Timor-Leste,2012,Timor-Leste,2012,Timor-Leste
Togo,2012,Togo,2012,Togo
Tonga,2012,Tonga,2012,Tonga
Trinidad and Tobago,2012,Trinidad and Tobago,2012,Trinidad and Tobago
Tunisia,2012,Tunisia,2012,Tunisia
Turkey,2012,Turkey,2012,Turkey
Turkmenistan,2012,Turkmenistan,2012,Turkmenistan
Uganda,2012,Uganda,2012,Uganda
Ukraine,2012,Ukraine,2012,Ukraine
United Arab Emirates,2012,United Arab Emirates,2012,United Arab Emirates
United Kingdom,2012,United Kingdom,2012,United Kingdom
United States,2012,United States,2012,United States
Uruguay,2012,Uruguay,2012,Uruguay
Uzbekistan,2012,Uzbekistan,2012,Uzbekistan
Vanuatu,2012,Vanuatu,2012,Vanuatu
Venezuela,2012,Venezuela,2012,Venezuela
Vietnam,2012,Vietnam,2012,Vietnam
Yemen,2012,Yemen,2012,Yemen
Zambia,2012,Zambia,2012,Zambia
Zimbabwe,2012,Zimbabwe,2012,Zimbabwe
Afghanistan,2017,Afghanistan,2017,Afghanistan
Albania,2017,Albania,2017,Albania
Algeria,2017,Algeria,2017,Algeria
Andorra,2017,Andorra,2017,Andorra
Angola,2017,Angola,2017,Angola
Antigua and Barbuda,2017,Antigua and Barbuda,2017,Antigua and Barbuda
Argentina,2017,Argentina,2017,Argentina
Armenia,2017,Armenia,2017,Armenia
Australia,2017,Australia,2017,Australia
Austria,2017,Austria,2017,Austria
Azerbaijan,2017,Azerbaijan,2017,Azerbaijan
Bahamas,2017,Bahamas,2017,Bahamas
Bahrain,2017,Bahrain,2017,Bahrain
Bangladesh,2017,Bangladesh,2017,Bangladesh
Barbados,2017,Barbados,2017,Barbados
Belarus,2017,Belarus,2017,Belarus
Belgium,2017,Belgium,2017,Belgium
Belize,2017,Belize,2017,Belize
Benin,2017,Benin,2017,Benin
Bhutan,2017,Bhutan,2017,Bhutan
Bolivia,2017,Bolivia,2017,Bolivia
Bosnia and Herzegovina,2017,Bosnia and Herzegovina,2017,Bosnia and Herzegovina
Botswana,2017,Botswana,2017,Botswana
Brazil,2017,Brazil,2017,Brazil
Brunei,2017,Brunei,2017,Brunei
Bulgaria,2017,Bulgaria,2017,Bulgaria
Burkina Faso,2017,Burkina Faso,2017,Burkina Faso
Burundi,2017,Burundi,2017,Burundi
Cambodia,2017,Cambodia,2017,Cambodia
Cameroon,2017,Cameroon,2017,Cameroon
Canada,2017,Canada,2017,Canada
Cape Verde,2017,Cape Verde,2017,Cape Verde
Central African Republic,2017,Central African Republic,2017,Central African Republic
Chad,2017,Chad,2017,Chad
Chile,2017,Chile,2017,Chile
China,2017,China,2017,China
Colombia,2017,Colombia,2017,Colombia
Comoros,2017,Comoros,2017,Comoros
"Congo, Dem. Rep.",2017,"Congo, Dem. Rep.",2017,"Congo, Dem. Rep."
"Congo, Rep.",2017,"Congo, Rep.",2017,"Congo, Rep."
Costa Rica,2017,Costa Rica,2017,Costa Rica
Cote d'Ivoire,2017,Cote d'Ivoire,2017,Cote d'Ivoire
Croatia,2017,Croatia,2017,Croatia
Cuba,2017,Cuba,2017,Cuba
Cyprus,2017,Cyprus,2017,Cyprus
Czech Republic,2017,Czech Republic,2017,Czech Republic
Denmark,2017,Denmark,2017,Denmark
Djibouti,2017,Djibouti,2017,Djibouti
Dominica,2017,Dominica,2017,Dominica
Dominican Republic,2017,Dominican Republic,2017,Dominican Republic
Ecuador,2017,Ecuador,2017,Ecuador
Egypt,2017,Egypt,2017,Egypt
El Salvador,2017,El Salvador,2017,El Salvador
Equatorial Guinea,2017,Equatorial Guinea,2017,Equatorial Guinea
Eritrea,2017,Eritrea,2017,Eritrea
Estonia,2017,Estonia,2017,Estonia
Ethiopia,2017,Ethiopia,2017,Ethiopia
Fiji,2017,Fiji,2017,Fiji
Finland,2017,Finland,2017,Finland
France,2017,France,2017,France
Gabon,2017,Gabon,2017,Gabon
Gambia,2017,Gambia,2017,Gambia
Georgia,2017,Georgia,2017,Georgia
Germany,2017,Germany,2017,Germany
Ghana,2017,Ghana,2017,Ghana
Greece,2017,Greece,2017,Greece
Grenada,2017,Grenada,2017,Grenada
Guatemala,2017,Guatemala,2017,Guatemala
Guinea,2017,Guinea,2017,Guinea
Guinea-Bissau,2017,Guinea-Bissau,2017,Guinea-Bissau
Guyana,2017,Guyana,2017,Guyana
Haiti,2017,Haiti,2017,Haiti
Honduras,2017,Honduras,2017,Honduras
Hungary,2017,Hungary,2017,Hungary
Iceland,2017,Iceland,2017,Iceland
India,2017,India,2017,India
Indonesia,2017,Indonesia,2017,Indonesia
Iran,2017,Iran,2017,Iran
Iraq,2017,Iraq,2017,Iraq
Ireland,2017,Ireland,2017,Ireland
Israel,2017,Israel,2017,Israel
Italy,2017,Italy,2017,Italy
Jamaica,2017,Jamaica,2017,Jamaica
Japan,2017,Japan,2017,Japan
Jordan,2017,Jordan,2017,Jordan
Kazakhstan,2017,Kazakhstan,2017,Kazakhstan
Kenya,2017,Kenya,2017,Kenya
Kiribati,2017,Kiribati,2017,Kiribati
Kuwait,2017,Kuwait,2017,Kuwait
Kyrgyz Republic,2017,Kyrgyz Republic,2017,Kyrgyz Republic
Lao,2017,Lao,2017,Lao
Latvia,2017,Latvia,2017,Latvia
Lebanon,2017,Lebanon,2017,Lebanon
Lesotho,2017,Lesotho,2017,Lesotho
Liberia,2017,Liberia,2017,Liberia
Libya,2017,Libya,2017,Libya
Lithuania,2017,Lithuania,2017,Lithuania
Luxembourg,2017,Luxembourg,2017,Luxembourg
"Macedonia, FYR",2017,"Macedonia, FYR",2017,"Macedonia, FYR"
Madagascar,2017,Madagascar,2017,Madagascar
Malawi,2017,Malawi,2017,Malawi
Malaysia,2017,Malaysia,2017,Malaysia
Maldives,2017,Maldives,2017,Maldives
Mali,2017,Mali,2017,Mali
Malta,2017,Malta,2017,Malta
Marshall Islands,2017,Marshall Islands,2017,Marshall Islands
Mauritania,2017,Mauritania,2017,Mauritania
Mauritius,2017,Mauritius,2017,Mauritius
Mexico,2017,Mexico,2017,Mexico
"Micronesia, Fed. Sts.",2017,"Micronesia, Fed. Sts.",2017,"Micronesia, Fed. Sts."
Moldova,2017,Moldova,2017,Moldova
Mongolia,2017,Mongolia,2017,Mongolia
Montenegro,2017,Montenegro,2017,Montenegro
Morocco,2017,Morocco,2017,Morocco
Mozambique,2017,Mozambique,2017,Mozambique
Myanmar,2017,Myanmar,2017,Myanmar
Namibia,2017,Namibia,2017,Namibia
Nepal,2017,Nepal,2017,Nepal
Netherlands,2017,Netherlands,2017,Netherlands
New Zealand,2017,New Zealand,2017,New Zealand
Nicaragua,2017,Nicaragua,2017,Nicaragua
Niger,2017,Niger,2017,Niger
Nigeria,2017,Nigeria,2017,Nigeria
North Korea,2017,North Korea,2017,North Korea
Norway,2017,Norway,2017,Norway
Oman,2017,Oman,2017,Oman
Pakistan,2017,Pakistan,2017,Pakistan
Palestine,2017,Palestine,2017,Palestine
Panama,2017,Panama,2017,Panama
Papua New Guinea,2017,Papua New Guinea,2017,Papua New Guinea
Paraguay,2017,Paraguay,2017,Paraguay
Peru,2017,Peru,2017,Peru
Philippines,2017,Philippines,2017,Philippines
Poland,2017,Poland,2017,Poland
Portugal,2017,Portugal,2017,Portugal
Qatar,2017,Qatar,2017,Qatar
Romania,2017,Romania,2017,Romania
Russia,2017,Russia,2017,Russia
Rwanda,2017,Rwanda,2017,Rwanda
Samoa,2017,Samoa,2017,Samoa
Sao Tome and Principe,2017,Sao Tome and Principe,2017,Sao Tome and Principe
Saudi Arabia,2017,Saudi Arabia,2017,Saudi Arabia
Senegal,2017,Senegal,2017,Senegal
Serbia,2017,Serbia,2017,Serbia
Seychelles,2017,Seychelles,2017,Seychelles
Sierra Leone,2017,Sierra Leone,2017,Sierra Leone
Singapore,2017,Singapore,2017,Singapore
Slovak Republic,2017,Slovak Republic,2017,Slovak Republic
Slovenia,2017,Slovenia,2017,Slovenia
Solomon Islands,2017,Solomon Islands,2017,Solomon Islands
Somalia,2017,Somalia,2017,Somalia
South Africa,2017,South Africa,2017,South Africa
South Korea,2017,South Korea,2017,South Korea
South Sudan,2017,South Sudan,2017,South Sudan
Spain,2017,Spain,2017,Spain
Sri Lanka,2017,Sri Lanka,2017,Sri Lanka
St. Lucia,2017,St. Lucia,2017,St. Lucia
St. Vincent and the Grenadines,2017,St. Vincent and the Grenadines,2017,St. Vincent and the Grenadines
Sudan,2017,Sudan,2017,Sudan
Suriname,2017,Suriname,2017,Suriname
Swaziland,2017,Swaziland,2017,Swaziland
Sweden,2017,Sweden,2017,Sweden
Switzerland,2017,Switzerland,2017,Switzerland
Syria,2017,Syria,2017,Syria
Tajikistan,2017,Tajikistan,2017,Tajikistan
Tanzania,2017,Tanzania,2017,Tanzania
Thailand,2017,Thailand,2017,Thailand
Timor-Leste,2017,Timor-Leste,2017,Timor-Leste
Togo,2017,Togo,2017,Togo
Tonga,2017,Tonga,2017,Tonga
Trinidad and Tobago,2017,Trinidad and Tobago,2017,Trinidad and Tobago
Tunisia,2017,Tunisia,2017,Tunisia
Turkey,2017,Turkey,2017,Turkey
Turkmenistan,2017,Turkmenistan,2017,Turkmenistan
Uganda,2017,Uganda,2017,Uganda
Ukraine,2017,Ukraine,2017,Ukraine
United Arab Emirates,2017,United Arab Emirates,2017,United Arab Emirates
United Kingdom,2017,United Kingdom,2017,United Kingdom
United States,2017,United States,2017,United States
Uruguay,2017,Uruguay,2017,Uruguay
Uzbekistan,2017,Uzbekistan,2017,Uzbekistan
Vanuatu,2017,Vanuatu,2017,Vanuatu
Venezuela,2017,Venezuela,2017,Venezuela
Vietnam,2017,Vietnam,2017,Vietnam
Yemen,2017,Yemen,2017,Yemen
Zambia,2017,Zambia,2017,Zambia
Zimbabwe,2017,Zimbabwe,2017,Zimbabwe
